primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
Caesar and Cleopatra,1945,123,"Biography,Comedy,Drama",6.2,3422
California,1947,97,Western,6.1,1243
Canyon Passage,1946,92,"Drama,Western",6.9,2923
The Captive Heart,1946,86,"Drama,War",7.0,1271
The Chase,1946,86,"Crime,Drama,Film-Noir",6.4,3022
Cloak and Dagger,1946,106,"Adventure,Drama,Film-Noir",6.6,3854
Cluny Brown,1946,100,"Comedy,Romance,War",7.4,4537
Courage of Lassie,1946,92,"Adventure,Drama,Family",6.2,1779
Crack-Up,1946,93,"Crime,Drama,Film-Noir",6.5,1969
Dangerous Money,1946,66,"Crime,Mystery,Thriller",6.3,1371
Dark Alibi,1946,61,"Crime,Drama,Mystery",6.5,1543
The Dark Corner,1946,99,"Crime,Drama,Film-Noir",7.1,5624
The Dark Mirror,1946,85,"Crime,Drama,Film-Noir",7.0,6167
Deadline at Dawn,1946,83,"Crime,Drama,Film-Noir",6.8,2591
Deception,1946,115,"Drama,Music,Romance",7.1,4552
Decoy,1946,76,"Crime,Drama,Film-Noir",6.7,2381
It Rains on Our Love,1946,95,"Drama,Romance",6.6,1817
Devotion,1946,107,"Biography,Drama,Mystery",6.6,1122
The Diary of a Chambermaid,1946,86,"Drama,Romance",6.6,1608
Dick Tracy vs. Cueball,1946,62,"Action,Crime,Family",5.9,1544
Dragonwyck,1946,103,"Drama,Mystery,Romance",6.9,5937
Dressed to Kill,1946,71,"Crime,Drama,Mystery",6.8,7444
Duel in the Sun,1946,129,"Drama,Romance,Western",6.7,10221
Enamorada,1946,99,"Drama,Romance,War",7.7,1058
Gilda,1946,110,"Drama,Film-Noir,Romance",7.6,38038
Great Expectations,1946,118,"Adventure,Drama,Mystery",7.8,27914
Green for Danger,1946,91,"Comedy,Crime,Mystery",7.4,6122
The Green Years,1946,127,Drama,7.1,1198
The Harvey Girls,1946,102,"Comedy,Drama,History",7.0,5261
House of Horrors,1946,65,"Adventure,Crime,Drama",6.1,1463
Humoresque,1946,125,"Drama,Film-Noir,Music",7.3,5269
It's a Wonderful Life,1946,130,"Drama,Family,Fantasy",8.6,541784
The Jolson Story,1946,128,"Biography,Drama,Music",7.2,1911
The Kid from Brooklyn,1946,113,"Comedy,Music,Sport",6.5,1380
The Killers,1946,103,"Crime,Drama,Film-Noir",7.7,25542
Crisis,1946,93,"Drama,Romance",6.4,3811
Let There Be Light,1980,58,"Documentary,War",7.5,2147
Little Giant,1946,91,"Comedy,Romance",6.7,1489
The Locket,1946,85,"Crime,Drama,Film-Noir",7.1,3534
Make Mine Music,1946,75,"Adventure,Animation,Comedy",6.1,5413
The Man I Love,1946,96,"Drama,Film-Noir,Music",6.6,1736
Margie,1946,94,"Comedy,Music,Romance",7.1,1029
A Matter of Life and Death,1946,104,"Drama,Fantasy,Romance",8.0,27314
My Darling Clementine,1946,97,"Drama,Romance,Western",7.7,27932
My Reputation,1946,94,"Drama,Romance",7.0,2144
Murderers Among Us,1946,85,"Crime,Drama,Romance",7.4,3051
Never Say Goodbye,1946,97,Comedy,6.8,1413
Night Editor,1946,68,"Crime,Drama,Film-Noir",6.7,1186
Night and Day,1946,128,"Biography,Drama,Musical",6.1,3436
A Night in Casablanca,1946,85,"Comedy,Family",6.9,7957
Nobody Lives Forever,1946,100,"Crime,Drama,Film-Noir",7.1,2197
Nocturne,1946,87,"Crime,Drama,Film-Noir",6.5,1930
Notorious,1946,102,"Drama,Film-Noir,Mystery",7.9,112664
Paisan,1946,120,"Drama,War",7.6,10450
Panique,1946,99,"Crime,Drama",7.9,2846
Gates of the Night,1946,100,"Drama,Fantasy,Mystery",7.1,1402
The Postman Always Rings Twice,1946,113,"Crime,Drama,Film-Noir",7.4,24412
The Razor's Edge,1946,145,"Drama,Romance",7.3,7264
"Rome, Open City",1945,103,"Drama,Thriller,War",8.0,33436
A Scandal in Paris,1946,100,"Adventure,Comedy,Crime",6.5,1357
Shoeshine,1946,91,Drama,8.0,8754
The Seventh Veil,1945,94,"Drama,Music",6.7,2596
She-Wolf of London,1946,61,"Crime,Horror,Mystery",5.2,3411
Shock,1946,70,"Drama,Film-Noir,Thriller",6.3,3634
Sister Kenny,1946,116,"Biography,Drama",7.2,1361
So Dark the Night,1946,71,"Crime,Drama,Film-Noir",6.3,1543
Somewhere in the Night,1946,110,"Crime,Drama,Film-Noir",7.0,3843
Song of the South,1946,94,"Animation,Comedy,Family",6.9,16243
The Spiral Staircase,1946,83,"Drama,Horror,Mystery",7.3,12246
A Stolen Life,1946,109,Drama,7.2,4530
The Strange Love of Martha Ivers,1946,116,"Drama,Film-Noir,Romance",7.4,11976
The Strange Woman,1946,100,"Drama,Romance,Thriller",6.5,2813
The Stranger,1946,95,"Crime,Drama,Film-Noir",7.3,30383
Suspense,1946,101,"Drama,Film-Noir,Romance",6.5,1137
Tarzan and the Leopard Woman,1946,72,"Action,Adventure,Romance",6.0,2527
Terror by Night,1946,60,"Crime,Drama,Film-Noir",6.7,7531
Three Strangers,1946,92,"Crime,Drama,Film-Noir",6.9,2823
Till the Clouds Roll By,1946,132,"Biography,Musical",6.3,2936
Till the End of Time,1946,105,"Drama,Romance,War",6.7,1742
The Time of Their Lives,1946,82,"Comedy,Fantasy,History",7.5,3938
To Each His Own,1946,122,"Drama,Romance",7.6,3185
Tomorrow Is Forever,1946,104,"Drama,Romance,War",7.3,3324
Undercurrent,1946,116,"Drama,Film-Noir,Thriller",6.5,3816
Utamaro and His Five Women,1946,106,Drama,7.0,1518
The Verdict,1946,86,"Crime,Drama,Film-Noir",7.2,3171
The Virginian,1946,87,"Drama,Western",6.4,1406
No Regrets for Our Youth,1946,110,Drama,7.1,4358
Wanted for Murder,1946,103,"Crime,Drama,Thriller",6.8,1036
Whistle Stop,1946,85,"Crime,Drama,Film-Noir",5.5,1436
Without Reservations,1946,107,"Comedy,Romance",6.5,2049
The Yearling,1946,128,"Drama,Family,Western",7.2,6848
Ziegfeld Follies,1945,110,"Comedy,Musical",6.4,3948
Angel and the Badman,1947,100,"Drama,Romance,Western",6.8,7246
Antoine & Antoinette,1947,84,"Comedy,Drama",7.4,1229
The Bachelor and the Bobby-Soxer,1947,95,"Comedy,Romance",7.2,10210
The Bishop's Wife,1947,109,"Comedy,Drama,Fantasy",7.6,22894
Black Narcissus,1947,101,Drama,7.7,30598
Blanche Fury,1948,90,"Crime,Drama,Mystery",6.7,1238
Body and Soul,1947,104,"Drama,Film-Noir,Sport",7.6,5739
Boomerang!,1947,88,"Crime,Drama,Film-Noir",7.2,5367
Born to Kill,1947,92,"Crime,Drama,Film-Noir",7.2,6587
The Brasher Doubloon,1947,72,"Crime,Drama,Film-Noir",6.5,1532
Brighton Rock,1948,92,"Crime,Drama,Film-Noir",7.3,7484
Brute Force,1947,98,"Crime,Drama,Film-Noir",7.5,12543
Buck Privates Come Home,1947,77,"Action,Comedy,Family",6.8,2309
Captain from Castile,1947,140,"Adventure,Drama",6.8,2406
Cass Timberlane,1947,119,"Drama,Romance",6.4,1206
Copacabana,1947,92,"Comedy,Musical,Mystery",6.1,1457
Crossfire,1947,86,"Crime,Drama,Film-Noir",7.2,10654
Cry Wolf,1947,83,"Crime,Drama,Film-Noir",6.6,2201
Daisy Kenyon,1947,99,"Drama,Romance",6.8,3303
Dark Passage,1947,106,"Drama,Film-Noir,Thriller",7.5,23602
Dead Reckoning,1946,100,"Crime,Drama,Film-Noir",7.0,9693
Dear Murderer,1947,90,"Crime,Drama,Film-Noir",6.9,1228
Deep Valley,1947,104,"Action,Crime,Drama",6.8,1176
Desert Fury,1947,96,"Crime,Drama,Film-Noir",6.5,2384
Desire Me,1947,91,"Drama,Romance,War",6.1,1088
Desperate,1947,73,"Crime,Film-Noir,Thriller",6.7,2765
The Devil Thumbs a Ride,1947,62,"Crime,Drama,Film-Noir",6.7,1098
Dick Tracy Meets Gruesome,1947,65,"Action,Crime,Drama",6.1,2048
Dick Tracy's Dilemma,1947,60,"Action,Crime,Drama",5.8,1212
Dishonored Lady,1947,85,"Crime,Drama",6.5,1816
A Double Life,1947,104,"Crime,Drama,Film-Noir",6.9,4306
Down to Earth,1947,101,"Comedy,Fantasy,Musical",6.1,1783
Dreams That Money Can Buy,1947,99,"Drama,Fantasy",6.7,1008
The Egg and I,1947,108,"Comedy,Romance",6.9,3463
The Farmer's Daughter,1947,97,"Comedy,Drama,Romance",7.2,3167
Fear in the Night,1946,72,"Crime,Drama,Film-Noir",6.3,1979
Forever Amber,1947,138,"Adventure,Drama,Romance",6.5,1895
Framed,1947,82,"Crime,Drama,Film-Noir",6.9,2725
The Fugitive,1947,104,"Drama,History",6.3,2822
Fun and Fancy Free,1947,73,"Adventure,Animation,Comedy",6.3,10300
The Gangster,1947,84,"Crime,Drama,Film-Noir",6.5,1353
Gentleman's Agreement,1947,118,"Drama,Romance",7.2,18863
Germany Year Zero,1948,78,Drama,7.8,14983
The Ghost and Mrs. Muir,1947,104,"Comedy,Drama,Fantasy",7.8,22191
Golden Earrings,1947,95,"Adventure,Comedy,Drama",6.6,1367
Good News,1947,93,"Comedy,Musical,Romance",6.7,2953
Green Dolphin Street,1947,141,"Adventure,Drama,Romance",6.8,1979
Gunfighters,1947,87,"Drama,Western",6.3,1022
High Wall,1947,99,"Crime,Drama,Film-Noir",6.9,2321
The Hucksters,1947,115,"Comedy,Drama,Romance",6.7,2115
Hue and Cry,1947,82,"Adventure,Comedy,Crime",6.7,1988
I Walk Alone,1947,97,"Crime,Drama,Film-Noir",7.0,3894
It Happened in Brooklyn,1947,104,"Comedy,Musical,Romance",6.5,1194
It Happened on Fifth Avenue,1947,116,"Comedy,Music,Romance",7.6,7160
Ivy,1947,99,"Crime,Drama,Thriller",7.0,1316
Johnny O'Clock,1947,96,"Crime,Drama,Film-Noir",6.8,3006
Kiss of Death,1947,99,"Crime,Drama,Film-Noir",7.4,10357
Lady in the Lake,1946,105,"Crime,Drama,Film-Noir",6.5,6866
Larceny,1948,89,"Crime,Drama,Film-Noir",6.8,1094
O Leão da Estrela,1947,121,"Comedy,Romance",7.7,1295
Life with Father,1947,118,"Comedy,Family",7.1,6905
The Long Night,1947,101,"Drama,Film-Noir",6.5,2303
The Lost Moment,1947,89,"Drama,Film-Noir,Romance",6.8,1486
Lured,1947,102,"Crime,Drama,Film-Noir",7.0,5598
Magic Town,1947,103,"Comedy,Romance",6.4,1874
The Damned,1947,105,"Adventure,Drama,Thriller",7.0,1266
Miracle on 34th Street,1947,96,"Comedy,Drama,Family",7.9,58900
Monsieur Verdoux,1947,124,"Comedy,Crime,Drama",7.8,20301
Monsieur Vincent,1947,111,"Biography,Drama,History",7.0,1172
Mourning Becomes Electra,1947,159,Drama,6.3,1415
My Favorite Brunette,1947,87,"Comedy,Crime,Mystery",6.7,4097
Record of a Tenement Gentleman,1947,72,Drama,7.7,2497
The Life and Adventures of Nicholas Nickleby,1947,108,Drama,6.9,1129
Nightmare Alley,1947,110,"Drama,Film-Noir",7.7,14295
Nora Prentiss,1947,111,"Drama,Film-Noir",7.1,2408
Nosotros los pobres,1948,128,"Comedy,Crime,Drama",7.8,1261
The October Man,1947,95,"Crime,Mystery",7.0,1671
Odd Man Out,1947,116,"Crime,Drama,Film-Noir",7.6,12662
The Other Love,1947,95,"Drama,Romance",6.1,1034
Out of the Past,1947,97,"Crime,Drama,Film-Noir",8.0,43600
The Paradine Case,1947,125,"Crime,Drama,Romance",6.5,13220
The Perils of Pauline,1947,96,"Drama,Romance",6.4,1321
Possessed,1947,108,"Crime,Drama,Film-Noir",7.1,6306
Pursued,1947,101,"Drama,Western",7.2,4224
Jenny Lamour,1947,106,"Crime,Drama",7.7,6776
Railroaded!,1947,72,"Crime,Drama,Film-Noir",6.6,1906
Ramrod,1947,94,"Action,Romance,Western",6.6,2027
The Red House,1947,100,"Drama,Film-Noir,Mystery",6.7,5515
Repeat Performance,1947,91,"Crime,Drama,Fantasy",6.8,2298
Ride the Pink Horse,1947,101,"Drama,Film-Noir,Mystery",7.2,3738
Road to Rio,1947,100,"Adventure,Comedy,Musical",6.9,3680
Scared to Death,1946,65,"Crime,Horror,Mystery",4.1,2014
The Sea of Grass,1947,123,"Drama,Western",6.3,2654
The Secret Life of Walter Mitty,1947,110,"Comedy,Fantasy,Romance",6.9,7424
The Silence of the Sea,1949,87,"Drama,Romance,War",7.6,6096
The Sin of Harold Diddlebock,1947,89,Comedy,6.3,1836
"Sinbad, the Sailor",1947,116,"Adventure,Family,Fantasy",6.1,2470
A Ship to India,1947,98,Drama,6.4,2463
Smash-Up: The Story of a Woman,1947,103,"Comedy,Crime,Drama",6.3,1856
Song of Love,1947,119,"Drama,Music,Romance",6.7,1220
Song of the Thin Man,1947,86,"Comedy,Crime,Musical",6.9,6123
One Wonderful Sunday,1947,108,"Drama,Romance",7.2,4049
T-Men,1947,92,"Crime,Film-Noir,Thriller",6.9,4180
Tarzan and the Huntress,1947,72,"Action,Adventure,Romance",6.0,2320
I Became a Criminal,1947,101,"Crime,Drama,Film-Noir",7.2,2177
They Won't Believe Me,1947,95,"Drama,Film-Noir,Romance",7.2,3264
The Trap,1946,68,Mystery,6.0,1328
The Two Mrs. Carrolls,1947,99,"Crime,Drama,Film-Noir",6.8,5387
Tycoon,1947,128,"Adventure,Drama,Romance",6.1,1795
Unconquered,1947,146,"Adventure,Drama,History",6.9,3209
The Unfaithful,1947,109,"Crime,Drama,Film-Noir",6.8,1766
The Unsuspected,1947,103,"Drama,Film-Noir,Mystery",7.2,3964
The Upturned Glass,1947,90,"Crime,Drama",6.9,1581
It Happened in Europe,1947,100,Drama,7.6,1171
The Web,1947,87,"Crime,Drama,Film-Noir",7.1,1693
The Wistful Widow of Wagon Gap,1947,78,"Comedy,Western",6.7,1343
The Woman on the Beach,1947,71,"Crime,Drama,Film-Noir",6.4,2845
A Woman's Vengeance,1948,96,"Drama,Film-Noir,Mystery",6.8,1061
3 Godfathers,1948,106,"Drama,Western",7.0,11414
Abbott and Costello Meet Frankenstein,1948,83,"Comedy,Family,Fantasy",7.3,21367
The Accused,1949,101,"Drama,Film-Noir,Romance",6.8,1209
Adventures of Don Juan,1948,110,"Action,Adventure,Romance",7.0,3775
All My Sons,1948,94,"Drama,Film-Noir",7.3,2639
Love,1948,69,Drama,6.9,2131
Anna Karenina,1948,139,"Drama,Romance",6.6,3141
Apartment for Peggy,1948,96,"Comedy,Drama,Romance",7.3,1268
Arch of Triumph,1948,120,"Drama,Romance,War",6.3,2092
The Walls of Malapaga,1949,89,"Drama,Romance",6.8,1094
The Babe Ruth Story,1948,106,"Biography,Drama,Family",5.3,1260
Behind Locked Doors,1948,62,"Crime,Drama,Film-Noir",6.6,1093
Berlin Express,1948,87,"Crime,Drama,Film-Noir",6.8,3995
The Big Clock,1948,95,"Crime,Drama,Film-Noir",7.6,10692
Blood on the Moon,1948,88,"Drama,Western",6.9,3840
Bodyguard,1948,62,"Crime,Drama,Film-Noir",6.5,1347
The Boy with Green Hair,1948,82,"Comedy,Drama,Family",6.7,3495
Call Northside 777,1948,112,"Drama,Film-Noir",7.4,11274
Caught,1949,88,"Crime,Drama,Film-Noir",7.0,4693
Command Decision,1948,112,"Action,Drama,War",7.3,2257
Coroner Creek,1948,90,"Action,Adventure,Drama",6.6,1253
Cry of the City,1948,95,"Crime,Drama,Film-Noir",7.2,4082
The Dark Past,1948,73,"Crime,Film-Noir,Thriller",6.3,2460
A Date with Judy,1948,113,"Comedy,Musical,Romance",6.5,1590
Easter Parade,1948,103,"Musical,Romance",7.3,11822
The Emperor Waltz,1948,106,"Comedy,Musical,Romance",6.0,2076
Enchantment,1948,100,"Drama,Romance",7.2,1518
Every Girl Should Be Married,1948,85,"Comedy,Drama,Romance",6.3,2761
Quartet,1948,120,"Drama,Romance",7.3,1054
The Fallen Idol,1948,95,"Drama,Film-Noir,Mystery",7.6,10558
Fighter Squadron,1948,96,"Action,Drama,War",6.2,1125
Force of Evil,1948,79,"Crime,Drama,Film-Noir",7.2,8248
A Foreign Affair,1948,116,"Comedy,Drama,Romance",7.3,9203
Fort Apache,1948,128,"Drama,Western",7.4,21062
Four Faces West,1948,89,"Drama,Western",7.0,1171
Good Sam,1948,114,"Comedy,Drama,Romance",6.3,1190
Hamlet,1948,154,Drama,7.5,19551
Port of Call,1948,100,Drama,6.6,3034
He Walked by Night,1948,79,"Crime,Drama,Film-Noir",7.0,7339
Hollow Triumph,1948,83,"Crime,Drama,Film-Noir",6.7,3451
Homecoming,1948,113,"Drama,Mystery,Romance",6.8,1208
I Love Trouble,1948,93,"Crime,Drama,Film-Noir",6.7,1262
I Remember Mama,1948,134,"Drama,Family",7.8,6485
I Wouldn't Be in Your Shoes,1948,70,"Crime,Drama,Film-Noir",6.5,1023
Inner Sanctum,1948,62,"Film-Noir,Horror,Mystery",6.0,1283
The Iron Curtain,1948,87,"Biography,Crime,History",6.4,1276
It Always Rains on Sunday,1947,92,"Crime,Drama,Romance",7.1,2662
Joan of Arc,1948,145,"Biography,Drama,History",6.4,4135
Johnny Belinda,1948,102,Drama,7.7,5691
The Big Day,1949,70,Comedy,7.2,9536
Julia Misbehaves,1948,99,"Comedy,Romance",6.8,1283
June Bride,1948,96,Comedy,6.8,2289
A Hen in the Wind,1948,84,Drama,7.4,2097
Key Largo,1948,100,"Action,Crime,Drama",7.7,46362
Kiss the Blood Off My Hands,1948,79,"Crime,Drama,Film-Noir",6.8,2379
Bicycle Thieves,1948,89,Drama,8.2,190076
The Lady from Shanghai,1947,87,"Crime,Drama,Film-Noir",7.5,36082
Letter from an Unknown Woman,1948,87,"Drama,Romance",7.8,14632
Louisiana Story,1948,78,"Adventure,Drama",6.4,2341
The Loves of Carmen,1948,99,"Adventure,Drama,Music",6.1,1518
The Luck of the Irish,1948,99,"Comedy,Fantasy,Romance",6.6,1347
Macbeth,1948,107,"Drama,History,War",7.4,8326
The Machine to Kill Bad People,1952,83,"Comedy,Fantasy",6.7,1065
Melody Time,1948,75,"Animation,Comedy,Family",6.1,7649
Mexican Hayride,1948,77,"Comedy,Romance",6.2,1404
The Miracle of the Bells,1948,120,Drama,6.6,1212
Miranda,1948,80,"Comedy,Fantasy,Romance",6.8,1272
Moonrise,1948,90,"Crime,Drama,Film-Noir",7.0,3255
Mr. Blandings Builds His Dream House,1948,94,"Comedy,Romance",7.2,13530
Mr. Peabody and the Mermaid,1948,89,"Comedy,Fantasy,Romance",6.4,1584
Music in Darkness,1948,87,Drama,6.4,1678
My Dear Secretary,1948,94,"Comedy,Romance",5.7,1290
